NO2_lag1_scaled,NO2_scaled
0.44309130492171395,0.45646657566304816
0.45646657566304816,0.48168419071105895
0.48168419071105895,0.45810302567538436
0.45810302567538436,0.5545394821481977
0.5545394821481977,0.5656618731039752
0.5656618731039752,0.4676236415593586
0.4676236415593586,0.3873006956708676
0.3873006956708676,0.3069777497823766
0.3069777497823766,0.30739243444704156
0.30739243444704156,0.6547062849861295
0.6547062849861295,0.5508157856190891
0.5508157856190891,0.4072847895304625
0.4072847895304625,0.44341674589105284
0.44341674589105284,0.3845143029952665
0.3845143029952665,0.4183477552347965
0.4183477552347965,0.37212366467227276
0.37212366467227276,0.4463391761666312
0.4463391761666312,0.4830853456884389
0.4830853456884389,0.21809844764757869
0.21809844764757869,0.4302773493998717
0.4302773493998717,0.4626706944400352
0.4626706944400352,0.46030628231282844
0.46030628231282844,0.5221940226105563
0.5221940226105563,0.584081762908284
0.584081762908284,0.49773825376643027
0.49773825376643027,0.812852673829999
0.812852673829999,0.6349577534915816
0.6349577534915816,0.5254274543176501
0.5254274543176501,0.4158971551437186
0.4158971551437186,0.3063668559697872
0.3063668559697872,0.4053208044630758
0.4053208044630758,0.35453363430246054
0.35453363430246054,0.48382302079661016
0.48382302079661016,0.686415120189938
0.686415120189938,0.4431051281151613
0.4431051281151613,0.7507273104977741
0.7507273104977741,0.6451356783751677
0.6451356783751677,0.6942251131001212
0.6942251131001212,0.7433145478250748
0.7433145478250748,0.7924039825500283
0.7924039825500283,0.8414934172749817
0.8414934172749817,0.6252268267973909
0.6252268267973909,0.5130482814852191
0.5130482814852191,0.357599108454147
0.357599108454147,0.5457051248849226
0.5457051248849226,0.8401697323301771
0.8401697323301771,0.4510183549954247
0.4510183549954247,0.4027331160162469
0.4027331160162469,0.41295026416482816
0.41295026416482816,0.42316741231340954
0.42316741231340954,0.43338456046199086
0.43338456046199086,0.28824763454639923
0.28824763454639923,0.3896425518216596
0.3896425518216596,0.40184701330097145
0.40184701330097145,0.4140514747802833
0.4140514747802833,0.42625593625959524
0.42625593625959524,0.6560550766819657
0.6560550766819657,0.5042667219148854
0.5042667219148854,0.7754093074312752
0.7754093074312752,0.5074845742183518
0.5074845742183518,0.3900039932432319
0.3900039932432319,0.39572346484302984
0.39572346484302984,0.3677614836374491
0.3677614836374491,0.4127754822662685
0.4127754822662685,0.3460693175786799
0.3460693175786799,0.33954391258751576
0.33954391258751576,0.47459307069265777
0.47459307069265777,0.31092818678353445
0.31092818678353445,0.38522135766928256
0.38522135766928256,0.4802510786490696
0.4802510786490696,0.4697617142096524
0.4697617142096524,0.4592723497702353
0.4592723497702353,0.7308795772620162
0.7308795772620162,0.6438353068420352
0.6438353068420352,0.9226490407026771
0.9226490407026771,0.7681813515355421
0.7681813515355421,0.6137136623684072
0.6137136623684072,0.45924597320127214
0.45924597320127214,0.7342967464257131
0.7342967464257131,0.8671483732128564
0.8671483732128564,0.9999999999999999
0.9999999999999999,0.8514475757337794
0.8514475757337794,0.7028951514675585
0.7028951514675585,0.40579030293511725
0.40579030293511725,0.4122451439210529
0.4122451439210529,0.4251548258929242
0.4251548258929242,0.4316096668788598
0.4316096668788598,0.4380645078647955
0.4380645078647955,0.49105928156151957
0.49105928156151957,0.5440540552582436
0.5440540552582436,0.5970488289549677
0.5970488289549677,0.6500436026516917
0.6500436026516917,0.5383093488117455
0.5383093488117455,0.4517334964046887
0.4517334964046887,0.4539459870690206
0.4539459870690206,0.45615847773335266
0.45615847773335266,0.4583709683976846
0.4583709683976846,0.4514771936800938
0.4514771936800938,0.43330366526262665
0.43330366526262665,0.41513013684515954
0.41513013684515954,0.5104386998178256
0.5104386998178256,0.6057472627904916
0.6057472627904916,0.40748928591120287
0.40748928591120287,0.5079643760376444
0.5079643760376444,0.4839813024878962
0.4839813024878962,0.5007889022368287
0.5007889022368287,0.5175965019857612
0.5175965019857612,0.5344041017346938
0.5344041017346938,0.5512117014836262
0.5512117014836262,0.47838189551514776
0.47838189551514776,0.48002114135468404
0.48002114135468404,0.3717606749639243
0.3717606749639243,0.3841204589389334
0.3841204589389334,0.3918182066272243
0.3918182066272243,0.3995159543155151
0.3995159543155151,0.42186614448188914
0.42186614448188914,0.4665665248146372
0.4665665248146372,0.4889167149810111
0.4889167149810111,0.5112669051473852
0.5112669051473852,0.8440579482526914
0.8440579482526914,0.7500729131684017
0.7500729131684017,0.6560878780841121
0.6560878780841121,0.5621028429998223
0.5621028429998223,0.4681178079155325
0.4681178079155325,0.3741327728312428
0.3741327728312428,0.4083156394229457
0.4083156394229457,0.4424985060146485
0.4424985060146485,0.47668137260635135
0.47668137260635135,0.5108642391980542
0.5108642391980542,0.6086145562348338
0.6086145562348338,0.655198840678506
0.655198840678506,0.6034363203943712
0.6034363203943712,0.5516738001102365
0.5516738001102365,0.4999112798261017
0.4999112798261017,0.47842391089442515
0.47842391089442515,0.4488655931135768
0.4488655931135768,0.4193072753327284
0.4193072753327284,0.3897489575518801
0.3897489575518801,0.3601906397710317
0.3601906397710317,0.41192665353407587
0.41192665353407587,0.5881595047264516
0.5881595047264516,0.4694962442906924
0.4694962442906924,0.6161521620599565
0.6161521620599565,0.5247147819988084
0.5247147819988084,0.4332774019376604
0.4332774019376604,0.3418400218765124
0.3418400218765124,0.40625701671871245
0.40625701671871245,0.47067401156091243
0.47067401156091243,0.5350910064031126
0.5350910064031126,0.5995080012453126
0.5995080012453126,0.3783791219654553
0.3783791219654553,0.5036559060735725
0.5036559060735725,0.5545880805309621
0.5545880805309621,0.5543594798870307
0.5543594798870307,0.4790300150428869
0.4790300150428869,0.6197393754389364
0.6197393754389364,0.5613248210976907
0.5613248210976907,0.6205431479120683
0.6205431479120683,0.4929537078962068
0.4929537078962068,0.3653642678803452
0.3653642678803452,0.3816624070215733
0.3816624070215733,0.39796054616280135
0.39796054616280135,0.41425868530402943
0.41425868530402943,0.49921432800176874
0.49921432800176874,0.3947193618830731
0.3947193618830731,0.4750281225686188
0.4750281225686188,0.5553368832541646
0.5553368832541646,0.3722377923435547
0.3722377923435547,0.4421972639879077
0.4421972639879077,0.5067645763124375
0.5067645763124375,0.5362483451988908
0.5362483451988908,0.5737010570120403
0.5737010570120403,0.61115376882519
0.61115376882519,0.6486064806383396
0.6486064806383396,0.6860591924514893
0.6860591924514893,0.7196801395463074
0.7196801395463074,0.4915026345937389
0.4915026345937389,0.5241244800290498
0.5241244800290498,0.5066989244976282
0.5066989244976282,0.7491083483288805
0.7491083483288805,0.24827113731688583
0.24827113731688583,0.37841300605446954
0.37841300605446954,0.6356253546996908
0.6356253546996908,0.5235138535465513
0.5235138535465513,0.5113143228222483
0.5113143228222483,0.46953088581496405
0.46953088581496405,0.7237514431647872
0.7237514431647872,0.747927807508968
0.747927807508968,0.7216717041680659
0.7216717041680659,0.607062059009776
0.607062059009776,0.5424730483928727
0.5424730483928727,0.35832731562160086
0.35832731562160086,0.6330321971247534
0.6330321971247534,0.5648530436366248
0.5648530436366248,0.49667389014849617
0.49667389014849617,0.7244271979406671
0.7244271979406671,0.5717495362101392
0.5717495362101392,0.5137047884945584
0.5137047884945584,0.49367691933258806
0.49367691933258806,0.6255038698815337
0.6255038698815337,0.6197577321051743
0.6197577321051743,0.546658151089398
0.546658151089398,0.47355857007362145
0.47355857007362145,0.5523293027752761
0.5523293027752761,0.6311000354769307
0.6311000354769307,0.6139098863680033
0.6139098863680033,0.5772700808060892
0.5772700808060892,0.7945109335222466
0.7945109335222466,0.67280546407854
0.67280546407854,0.6119527293566868
0.6119527293566868,0.5968976342957772
0.5968976342957772,0.5430458365287633
0.5430458365287633,0.45184148662263507
0.45184148662263507,0.5097577153970436
0.5097577153970436,0.7834664135941806
0.7834664135941806,0.6136436924300472
0.6136436924300472,0.6376126754562572
0.6376126754562572,0.8728272886101229
0.8728272886101229,0.4783928783263799
0.4783928783263799,0.38048267561776916
0.38048267561776916,0.3391487430194822
0.3391487430194822,0.5081863491230737
0.5081863491230737,0.7622363164586783
0.7622363164586783,0.3763765968099722
0.3763765968099722,0.4342200783834103
0.4342200783834103,0.49206355995684836
0.49206355995684836,0.25870583275272574
0.25870583275272574,0.4129481440886911
0.4129481440886911,0.3793818325811889
0.3793818325811889,0.44360471236117627
0.44360471236117627,0.5776879065993217
0.5776879065993217,0.6455739604897264
0.6455739604897264,0.7134600143801311
0.7134600143801311,0.6413669478645059
0.6413669478645059,0.46085435355406995
0.46085435355406995,0.5491682636854905
0.5491682636854905,0.3655179826825794
0.3655179826825794,0.37694329204754234
0.37694329204754234,0.3467302243957643
0.3467302243957643,0.4931761432399181
0.4931761432399181,0.4803788011693463
0.4803788011693463,0.46758145909877447
0.46758145909877447,0.604291204895705
0.604291204895705,0.3768736971138931
0.3768736971138931,0.43643359381309055
0.43643359381309055,0.6010113988436859
0.6010113988436859,0.6801683065696926
0.6801683065696926,0.6562071206711322
0.6562071206711322,0.4856724660588248
0.4856724660588248,0.5034128584659819
0.5034128584659819,0.37335947598846686
0.37335947598846686,0.3282084372718295
0.3282084372718295,0.3837488144188939
0.3837488144188939,0.5495633218659862
0.5495633218659862,0.8384990974824745
0.8384990974824745,0.8234652885800483
0.8234652885800483,0.6865068868129964
0.6865068868129964,0.5495484850459446
0.5495484850459446,0.37220373003447993
0.37220373003447993,0.32763052530919784
0.32763052530919784,0.41365555520282826
0.41365555520282826,0.43093532672471063
0.43093532672471063,0.5053624077084631
0.5053624077084631,0.6031710027050462
0.6031710027050462,0.825301456447751
0.825301456447751,0.6032945983170456
0.6032945983170456,0.49855798807373625
0.49855798807373625,0.5526893462832484
0.5526893462832484,0.3980823298708516
0.3980823298708516,0.26341749998468417
0.26341749998468417,0.12875267009851668
0.12875267009851668,0.2680122504014128
0.2680122504014128,0.4504965489356084
0.4504965489356084,0.6329808474698042
0.6329808474698042,0.46541459276994623
0.46541459276994623,0.6098376916492205
0.6098376916492205,0.7542607905284948
0.7542607905284948,0.45754155451333944
0.45754155451333944,0.3481447013226713
0.3481447013226713,0.0
0.0,0.34292345504092653
0.34292345504092653,0.4027366247236892
0.4027366247236892,0.3769989189839451
0.3769989189839451,0.15609334943997127
0.15609334943997127,0.3783954513785042
