NO2_lag1_scaled,NO2_scaled
0.12540358492507217,0.22251567464145153
0.22251567464145153,0.21031438290187163
0.21031438290187163,0.38946722729859107
0.38946722729859107,0.36723589161180703
0.36723589161180703,0.3674387934601072
0.3674387934601072,0.5624489379826931
0.5624489379826931,0.44720336634437996
0.44720336634437996,0.5926799885270636
0.5926799885270636,0.4892341786489589
0.4892341786489589,0.6202288826300775
0.6202288826300775,0.498845847048048
0.498845847048048,0.3774628114660187
0.3774628114660187,0.13693670946737488
0.13693670946737488,0.3025771853987824
0.3025771853987824,0.3280868610803427
0.3280868610803427,0.2780784147905261
0.2780784147905261,0.29587323311352465
0.29587323311352465,0.27433656167083653
0.27433656167083653,0.22918371345626312
0.22918371345626312,0.27542554755791104
0.27542554755791104,0.21001744502881356
0.21001744502881356,0.5858429384415764
0.5858429384415764,0.5566345172014412
0.5566345172014412,0.5426503588455163
0.5426503588455163,0.5457722380525457
0.5457722380525457,0.33765967426695986
0.33765967426695986,0.33874633097814477
0.33874633097814477,0.33983298768932957
0.33983298768932957,0.3304487593982959
0.3304487593982959,0.26335399162767403
0.26335399162767403,0.2519202879938376
0.2519202879938376,0.06718225076229581
0.06718225076229581,0.10326037328754642
0.10326037328754642,0.13933849581279703
0.13933849581279703,0.33302061119797677
0.33302061119797677,0.6430791665373867
0.6430791665373867,0.40538055585732746
0.40538055585732746,0.4200352889379019
0.4200352889379019,0.3166867488639249
0.3166867488639249,0.19524625315375402
0.19524625315375402,0.17325679561639692
0.17325679561639692,0.2223267763399379
0.2223267763399379,0.17831790963031183
0.17831790963031183,0.1343090429206857
0.1343090429206857,0.5122380884449199
0.5122380884449199,0.34335085528905696
0.34335085528905696,0.2731036369874954
0.2731036369874954,0.2381340027456069
0.2381340027456069,0.25807251763057937
0.25807251763057937,0.3084311523101251
0.3084311523101251,0.2931781700461371
0.2931781700461371,0.651555514831779
0.651555514831779,0.23147683341828054
0.23147683341828054,0.4781328277582835
0.4781328277582835,0.36564334786938535
0.36564334786938535,0.6291034558958508
0.6291034558958508,0.5078212444261111
0.5078212444261111,0.43913267928934696
0.43913267928934696,0.43821002647681784
0.43821002647681784,0.4372873736642888
0.4372873736642888,0.43721776905635557
0.43721776905635557,0.9981295934090847
0.9981295934090847,0.6138507015634482
0.6138507015634482,0.3635932742061706
0.3635932742061706,0.59022369804125
0.59022369804125,0.44737280498677834
0.44737280498677834,0.2624954730650254
0.2624954730650254,0.014651000700861144
0.014651000700861144,0.21466394436577482
0.21466394436577482,0.09203044049118
0.09203044049118,0.26094499694585926
0.26094499694585926,0.4413054941113732
0.4413054941113732,0.2718175330161038
0.2718175330161038,0.20251598861721057
0.20251598861721057,0.2603248378387858
0.2603248378387858,0.31813368706036094
0.31813368706036094,0.3912008606924602
0.3912008606924602,0.23193994766291917
0.23193994766291917,0.11794388273079479
0.11794388273079479,0.207346272040735
0.207346272040735,0.38045593781866793
0.38045593781866793,0.19610272033213275
0.19610272033213275,0.2816879251333635
0.2816879251333635,0.3579610277446589
0.3579610277446589,0.2261179339107239
0.2261179339107239,0.08900221267435804
0.08900221267435804,0.3374269561181268
0.3374269561181268,0.3271647211138812
0.3271647211138812,0.18960610031536898
0.18960610031536898,0.284291630372123
